ToniTop,NONE,Zac,100,False,1055,0,4,0,0,74,0,74,4.20853,4007,227.886,3665,208.436,3191,224,249,12895,6260,5797,0,0,0,0,0,0,16,119,9,6,0.341232,0,0,2,False,False,False,False,0,0,0,0,4.3,,,,,395.7,,,,,193.8,,,,
ºGøNº,NONE,Skarner,100,False,1055,0,5,1,0.2,5,68,73,4.15166,4359,247.905,1953,111.071,676,1089,187,12410,3719,9951,56,0,0,0,0,2228,10,346,13,3,0.170616,2,0.113744,2,False,False,False,False,0,0,0,0,0.1,,,,,217.4,,,,,207,,,,
cutegirlflower22,NONE,Lissandra,100,False,1055,1,7,0,0.142857,74,0,74,4.20853,4675,265.877,4131,234.938,2546,1345,240,11004,561,3861,0,0,0,0,0,215,11,109,7,3,0.170616,0,0,1,False,False,False,False,0,0,0,0,5,,,,,368.9,,,,,202.2,,,,
Míschief,NONE,Ashe,100,False,1055,0,3,0,0,90,0,90,5.11848,4356,247.735,3147,178.976,339,2807,0,5737,199,1751,0,0,0,0,0,0,17,255,5,2,0.113744,1,0.056872,0,False,False,False,False,0,0,0,0,5.5,,,,,278.3,,,,,213.89999999999998,,,,
Kéria,NONE,Leona,100,False,1055,0,4,1,0.25,18,0,18,1.0237,3418,194.389,1048,59.6019,658,389,0,7516,133,6795,0,0,0,0,0,0,8,16,28,14,0.796209,3,0.170616,6,False,False,False,False,0,0,0,0,1,,,,,261,,,,,145.6,,,,
rgrou2,NONE,Urgot,200,True,1055,7,0,3,10,136,0,136,7.7346,9017,512.815,9960,566.445,100,8256,1603,5556,1355,5621,0,0,1,4480,0,4480,18,218,9,3,0.170616,3,0.170616,0,False,False,False,False,1,1,0,0,7.7,,,,,505.2,,,,,331.5,,,,
ninjamønkey,NONE,JarvanIV,200,True,1055,4,1,12,16,15,100,115,6.54028,7616,433.137,5474,311.318,782,3791,900,14780,6762,9503,68,4,0,546,0,20904,12,263,20,5,0.28436,2,0.113744,4,True,False,False,True,0,0,0,0,0.2,,,,,380.3,,,,,350.7,,,,
Earleking,NONE,Galio,200,True,1055,11,0,2,13,136,4,140,7.96209,9552,543.242,14905,847.678,14169,446,289,8598,68,8861,0,4,1,3169,0,3683,25,64,14,6,0.341232,1,0.056872,4,False,False,False,False,2,0,0,0,7.199999999999999,,,,,464,,,,,390.5,,,,
SushiMunster,NONE,Caitlyn,200,True,1055,1,0,5,6,113,4,117,6.65403,6710,381.611,6448,366.711,53,6395,0,3358,905,1836,0,4,3,4990,0,4990,9,13,10,7,0.398104,0,0,3,False,False,False,False,0,0,0,0,7.699999999999999,,,,,312.9,,,,,302.9,,,,
Vexrax,NONE,Rakan,200,True,1055,0,0,14,14,17,0,17,0.966825,5464,310.749,3365,191.374,2230,832,301,4642,1564,7539,0,0,1,2939,0,7149,15,48,18,11,0.625592,1,0.056872,3,False,False,False,True,0,0,0,0,1.1,,,,,304.4,,,,,214.3,,,,
rgrou2,TOP,Mordekaiser,100,True,1452,4,3,10,4.66667,119,0,119,4.91736,8640,357.025,11188,462.314,9920,1268,0,16200,6292,18094,0,0,1,1135,0,9219,6,68,12,9,0.371901,1,0.0413223,4,False,False,False,False,1,0,0,0,6.6,4.9,,,,442.20000000000005,427.20000000000005,,,,250.10000000000002,352.1,,,
ninjamønkey,JUNGLE,Zac,100,True,1452,5,2,15,10,27,106,133,5.49587,9347,386.24,10751,444.256,9005,1246,500,23492,23618,20605,78,0,2,941,0,19274,38,422,24,4,0.165289,8,0.330579,4,False,False,False,False,1,0,0,0,0.1,0.8,,,,273.9,474.79999999999995,,,,291.6,364,,,
Earleking,MIDDLE,Garen,100,True,1452,12,1,8,20,144,4,148,6.1157,12724,525.785,17695,731.198,653,13724,3317,14727,3088,16035,0,0,3,11338,1,17045,35,75,24,10,0.413223,2,0.0826446,4,False,False,False,False,1,0,0,0,7.199999999999999,5.3,,,,469.7,462.2,,,,277.4,636.4,,,
SushiMunster,BOTTOM,Varus,100,True,1452,7,3,16,7.66667,113,8,121,5,9988,412.727,14374,593.967,2209,12165,0,8875,1832,3500,0,0,1,3264,0,14211,18,181,15,7,0.289256,1,0.0413223,3,True,False,False,False,1,0,0,0,5.6,4.2,,,,295.8,380.1,,,,286.5,426.9,,,
