Muddey,200,BOTTOM,False,1903,Kaisa,1,2,1,228,8,10135,8014,2242,5286,485,9269,875,3858,4,0,0,150,0,353,0,0,27,6,8,4,False,False,False,False,0,0,0,0,8.3,7.4,6.699999999999999,,,317.7,373.1,372.6,,,287.6,285.9,354.3,,
Mxn Potato,200,BOTTOM,False,1903,Nautilus,0,5,3,31,0,5919,4373,3119,914,339,16519,873,22771,0,0,0,0,0,273,36,296,63,38,6,7,False,False,False,False,0,0,0,0,1.1,1.2,0.7,,,290.6,205.10000000000002,287.9,,,156.1,185.8,173.6,,
N1zero,100,TOP,False,1961,Maokai,3,4,9,127,9,8852,14842,11904,2937,0,30745,11076,31217,9,0,1,850,0,3341,73,470,23,12,5,4,False,False,False,False,0,0,0,0,5.6,3.7,3.0999999999999996,,,440.20000000000005,409,435.7,,,215.2,303.8,245.2,,
LastOfADyingBrEd,100,JUNGLE,False,1961,Kayn,3,9,7,16,120,10033,14379,309,13262,808,32189,14295,22623,92,0,0,1371,0,16382,19,269,18,5,4,4,False,False,False,False,1,0,0,0,0,0.7,0.8,,,263.3,323.1,456.59999999999997,,,231.2,264,383.5,,
xDanceGavinDance,100,MIDDLE,False,1961,Ryze,6,5,11,163,10,11823,18189,17361,828,0,25988,8679,14255,8,0,2,2978,0,10895,17,82,19,12,1,2,False,False,False,False,0,0,0,0,6.2,4.5,4.3,,,414.7,414,477.2,,,225.9,352.1,427.20000000000005,,
Muddey,100,BOTTOM,False,1961,MissFortune,9,5,6,225,14,14617,23472,1507,21799,166,18364,2959,11773,10,4,1,4271,0,11606,8,177,28,11,8,6,False,False,False,False,1,1,1,0,7.5,5.800000000000001,7.9,,,307.9,345.5,526.3,,,253.7,408.9,625.3,,
Mxn Potato,100,BOTTOM,False,1961,Nami,0,7,19,10,1,7197,6636,5750,886,0,14883,9132,10017,1,0,0,972,0,1318,33,157,69,40,7,7,False,False,False,False,0,0,0,0,0.1,0.3,0.6,,,250.60000000000002,298.4,501.5,,,130.9,241.70000000000002,234.60000000000002,,
Noxian Exile,200,TOP,True,1961,Mordekaiser,3,3,6,175,21,11630,20815,17928,2626,260,26475,9409,23640,5,9,2,3142,1,12385,16,214,32,9,8,4,False,False,False,False,0,0,0,0,6.8,6.300000000000001,3.1,,,429.8,550.4000000000001,359.6,,,241.1,409.4,327.4,,
whathead,200,JUNGLE,True,1961,Vi,4,6,4,40,89,9875,7752,88,7090,574,27609,6944,24737,57,1,2,2220,0,30494,16,139,28,4,8,2,False,False,True,False,0,0,0,0,0.2,0.6,1.7,,,273.9,203.2,446.3,,,251.7,248.10000000000002,343,,
Candle King,200,MIDDLE,True,1961,Qiyana,5,6,12,139,1,11107,17883,934,16353,596,21339,3391,11353,0,1,0,1321,0,3081,30,156,39,28,4,12,False,False,False,False,1,0,0,0,6.2,4.6,1.7000000000000002,,,511.3,319.7,379.8,,,331.20000000000005,282.5,269.8,,
Bowling Pin,200,BOTTOM,True,1961,Draven,16,3,7,168,52,18145,42105,2155,38942,1008,20189,2774,22735,24,8,3,8244,0,33527,11,93,23,11,4,2,True,False,False,True,3,2,1,1,7.4,5.199999999999999,2.9,,,311.3,433.6,576.1,,,308.2,674.5999999999999,580.4,,
Poptartism,200,BOTTOM,True,1961,Yuumi,2,3,22,6,0,9610,8943,6119,552,2271,6405,19111,4000,0,0,0,0,0,618,21,39,43,27,2,8,False,False,False,True,0,0,0,0,0,0.4,0,,,308.3,385.7,447.6,,,152.3,374,301.1,,
source35,100,TOP,False,2306,875,4,10,1,146,8,11263,20755,300,14646,5808,33157,2403,34498,4,0,0,1809,0,4507,36,204,33,16,4,6,False,False,False,True,0,0,0,0,3.5,4,3.9000000000000004,,,371.8,394.40000000000003,299.1,,,209.9,326.1,239.2,,
Xanielson,100,JUNGLE,False,2306,Trundle,0,6,7,29,148,10482,7189,2156,4212,820,34710,15715,20900,120,4,1,1510,0,14507,22,342,46,18,6,11,False,False,True,False,0,0,0,0,0.1,1.1,0.6,,,266.6,312.20000000000005,339.3,,,211.7,324.8,256,,
Nøtëz,100,MIDDLE,False,2306,Leblanc,3,9,4,162,8,10636,17915,15016,1330,1568,24392,1570,10256,4,0,0,200,0,1402,25,40,34,14,5,13,False,False,False,False,0,0,0,0,6.5,3.7,3,,,441.2,351.3,342.70000000000005,,,226.7,307,288.3,,
MG Dilly,100,BOTTOM,False,2306,Jinx,7,6,4,329,27,17551,36424,2108,33056,1260,21927,2352,14335,18,0,1,2085,0,6415,29,146,24,13,3,2,False,False,False,False,1,0,0,0,6.9,8.4,11.7,,,294.9,375.5,664.5999999999999,,,269.79999999999995,398.2,596,,
Kalliroe,100,BOTTOM,False,2306,Leona,2,6,6,36,0,7812,6435,3899,1562,973,21905,2697,26815,0,0,0,0,0,454,41,72,75,29,14,8,False,False,False,False,1,0,0,0,1.1,1.2000000000000002,1,,,270.9,262.9,227.4,,,155.4,265.1,172.4,,
devil hosting,200,TOP,True,2306,Kled,11,5,14,164,4,15417,29516,584,28018,913,39368,7581,35623,0,0,2,10288,1,24173,17,167,27,9,10,1,True,False,False,False,1,0,0,0,5.300000000000001,3,4.6,,,427,478.40000000000003,315.79999999999995,,,276.1,540.8,309.6,,
SecretlyGayPengu,200,JUNGLE,True,2306,Zac,5,1,22,21,190,14548,13410,11663,484,1262,36658,41256,37693,139,4,3,1246,0,21015,38,720,26,2,9,2,False,False,False,False,0,0,0,0,0,0.8,0.30000000000000004,,,314,510.5,499.8,,,268.2,360.1,435.1,,
Garźa,200,MIDDLE,True,2306,Veigar,11,2,10,218,4,14993,16015,14593,924,497,18821,5721,9906,1,0,2,4156,1,16825,34,157,25,10,1,1,False,False,False,False,2,1,0,0,7.3999999999999995,5.9,4.7,,,436.9,512.5,441.9,,,244.10000000000002,356.5,405.6,,
Alumyn,200,BOTTOM,True,2306,Ezreal,9,3,18,192,30,15495,30309,8481,20142,1686,15221,3934,7729,10,4,1,3911,0,27590,0,34,38,17,5,5,False,False,False,False,2,0,0,0,7,4,5,,,299.9,432,440,,,245.7,334,475.7,,
Sammy2Slap,200,BOTTOM,True,2306,Nautilus,1,5,22,36,0,10142,10531,5981,2173,2377,22737,8354,40401,0,0,1,1771,0,9416,63,277,81,31,11,3,False,False,False,False,0,0,0,0,1.1,0.7,0.7,,,235.1,307.5,360.8,,,149.5,259.3,251,,
yOuChoiceTodie,100,TOP,True,1708,875,15,3,7,160,4,14192,28268,829,24555,2884,24502,4578,21790,0,0,3,10053,0,13953,32,212,16,9,2,0,True,False,False,False,4,3,0,0,6.6,5.4,,,,451.9,515.2,,,,330.9,520.5999999999999,,,
SecretlyGayPengu,100,JUNGLE,True,1708,Zac,3,0,15,15,168,10602,12600,10899,769,932,29484,34633,24710,96,21,1,225,0,22047,33,620,18,2,4,2,False,False,False,False,0,0,0,0,0.3,0.8999999999999999,,,,283.6,497.3,,,,266.7,362.1,,,
Garźa,100,MIDDLE,True,1708,Ekko,8,2,6,157,0,10937,14205,12186,2019,0,19896,5518,10011,0,0,2,4036,0,7575,11,213,25,10,3,2,False,False,False,False,2,0,0,0,5.9,5.699999999999999,,,,449.4,516.6,,,,248.3,415.4,,,
devil hosting,100,BOTTOM,True,1708,Aphelios,4,5,16,188,8,11046,27015,2797,24218,0,14441,2481,11879,4,0,1,3837,1,9719,23,173,12,4,1,3,False,False,False,False,1,0,0,0,5.7,7.300000000000001,,,,293.8,389.5,,,,286.8,326.9,,,
Alumyn,100,BOTTOM,True,1708,Lulu,3,2,22,39,0,9345,7073,5361,1328,384,11103,1993,6588,0,0,0,1874,0,4860,35,191,48,24,8,7,False,False,False,False,0,0,0,0,1.2,1.8,,,,275.4,427.3,,,,183,382.3,,,
source35,200,TOP,False,1708,Ornn,1,8,3,138,0,8304,12810,7269,5371,169,22676,527,28633,0,0,0,1384,0,1487,31,519,22,11,1,3,False,False,False,True,0,0,0,0,5.6,4.6,,,,457.20000000000005,367.70000000000005,,,,294.7,290,,,
Xanielson,200,JUNGLE,False,1708,Trundle,4,7,4,42,108,9232,11830,3239,7404,1186,34045,13678,24744,81,8,1,285,0,21561,22,371,28,7,5,7,False,False,True,False,0,0,0,0,0.7,0.9,,,,337.9,335,,,,329.29999999999995,320.70000000000005,,,
Nøtëz,200,MIDDLE,False,1708,Swain,1,6,4,164,6,8177,15359,14419,940,0,25586,6415,11350,1,0,0,764,0,6592,34,354,22,11,2,7,False,False,False,False,0,0,0,0,6.7,6.1,,,,447.4,423.3,,,,243.4,289.3,,,
MG Dilly,200,BOTTOM,False,1708,Twitch,4,6,4,133,4,9498,12577,857,9261,2458,15299,3251,8983,0,0,0,0,0,3070,22,361,16,8,1,1,False,False,False,False,0,0,0,0,4.9,5.699999999999999,,,,261.29999999999995,332.3,,,,254.2,379.4,,,
Kalliroe,200,BOTTOM,False,1708,Nami,2,6,6,9,0,6218,7129,5829,707,592,13239,4648,7338,0,0,0,0,0,491,25,87,50,18,8,6,False,False,False,False,0,0,0,0,0,0.7,,,,250,257.4,,,,177.3,207.2,,,
Fresh53,100,TOP,False,1572,Shen,2,7,5,101,6,6964,9222,3406,5208,606,21728,1696,22405,3,0,0,1464,0,3172,27,204,21,9,4,1,False,False,False,False,0,0,0,0,3.6,4.6,,,,367.8,409.3,,,,169.89999999999998,232.4,,,
Overlord Cuda,100,JUNGLE,False,1572,Nunu,5,7,10,46,105,10169,12633,9004,2103,1525,38058,21609,39936,84,0,0,822,0,7155,40,404,27,10,4,6,False,False,False,False,1,0,0,0,0.1,3.3,,,,292,576.5999999999999,,,,272.8,412.4,,,
Zoe Exotic,100,MIDDLE,False,1572,Vladimir,7,3,6,184,0,11873,16776,15460,896,420,19598,14713,9955,0,0,1,3033,0,10589,4,67,10,5,1,3,False,False,False,False,1,0,0,0,6.9,8,,,,464,541.4,,,,284.7,360.7,,,
Atílla,100,BOTTOM,False,1572,Ashe,3,6,6,138,4,8504,11391,978,10412,0,13621,1885,9549,4,0,1,847,0,5778,39,543,25,12,3,5,False,False,False,False,0,0,0,0,6.8,4.5,,,,274.20000000000005,277.1,,,,238.5,326.3,,,
KillaTron100,100,BOTTOM,False,1572,Taric,0,6,9,30,0,5918,6171,3608,2032,530,18954,9966,19155,0,0,0,0,0,895,24,44,33,23,3,6,False,False,False,False,0,0,0,0,1.1,1.8,,,,222.9,334.4,,,,155.4,213.5,,,
GE Amazarashi ,200,TOP,True,1572,Ornn,2,4,14,136,4,8910,18201,10168,7920,113,21602,2578,24056,4,0,2,3904,0,6359,51,549,13,8,1,0,False,False,False,False,0,0,0,0,5.300000000000001,5.9,,,,454.1,470.2,,,,278.7,357.9,,,
THC Rich ,200,JUNGLE,True,1572,Shyvana,5,4,10,44,120,10311,14350,10822,2714,813,22333,8956,15528,80,8,3,3198,1,38025,7,90,25,3,6,3,True,False,False,False,0,0,0,0,0.6,2.1,,,,347.9,492.70000000000005,,,,314.6,430.7,,,
THC Venom,200,MIDDLE,True,1572,Yasuo,12,3,5,165,17,12455,24315,3419,19959,936,14873,4742,15435,4,9,2,4225,0,9550,27,129,19,8,5,0,False,False,False,True,2,2,0,0,7.6,7.1,,,,466.3,521.6,,,,324.3,569,,,
Momma Skwiwi,200,BOTTOM,True,1572,Zyra,8,2,8,140,8,10390,20513,19448,1047,18,8134,2772,3406,0,0,0,1517,0,4364,69,378,30,16,4,9,False,False,False,False,1,0,0,0,6.8,6.1,,,,311.6,457.6,,,,323.1,393.8,,,
THC Daddy Spark,200,BOTTOM,True,1572,Maokai,2,4,13,43,4,7637,11252,9384,1114,753,18253,4764,20392,0,4,1,2267,0,2776,60,297,50,20,8,8,False,False,True,False,0,0,0,0,1.2,2.5,,,,282.29999999999995,377.2,,,,172.6,360.79999999999995,,,
GE Amazarashi ,100,TOP,False,2212,Urgot,6,3,3,243,64,15814,19611,14,18139,1457,34076,16084,63118,44,8,2,4239,0,18369,42,712,32,13,6,2,False,False,False,False,0,0,0,0,5.9,9.100000000000001,5.9,,,563.3,648.2,525.8,,,338.3,461.2,429.9,,
THC Rich ,100,JUNGLE,False,2212,LeeSin,1,7,5,28,160,10591,8803,997,7469,336,31571,8776,30572,90,18,0,285,0,31369,22,404,39,13,4,3,False,False,False,False,0,0,0,0,0,1.1,0.8,,,304.29999999999995,364.9,317.20000000000005,,,281.29999999999995,303.4,259.9,,
THC Venom,100,MIDDLE,False,2212,Ahri,2,5,5,203,8,11543,24069,15932,1326,6810,20759,5573,11914,8,0,1,2003,0,2987,29,109,23,11,6,0,True,False,False,False,0,0,0,0,6.8,5.9,5,,,436.20000000000005,373.6,349.5,,,302.3,304.4,292.9,,
Momma Skwiwi,100,BOTTOM,False,2212,Caitlyn,6,3,3,227,9,14692,16911,2753,13511,646,17890,5107,8791,9,0,1,3650,0,12143,19,99,41,15,9,5,False,False,False,False,1,1,0,0,6,8.399999999999999,6.300000000000001,,,296.9,389.9,367.3,,,226.8,319.5,432.40000000000003,,
THC Daddy Spark,100,BOTTOM,False,2212,Morgana,1,8,6,33,4,8341,16888,15292,820,776,21630,4646,11184,4,0,1,969,0,2162,64,103,75,37,10,4,False,False,False,True,0,0,0,0,0.7,0.9,1.5,,,239,236.9,338.1,,,171.6,228.5,248.5,,
Fresh53,200,TOP,True,2212,Poppy,2,6,8,197,5,12018,11342,3424,6841,1076,26941,5411,60046,1,2,2,4936,0,9148,25,563,31,13,3,3,False,False,False,False,0,0,0,0,4,7.5,5.4,,,365.9,532.2,615,,,186.6,300.6,407.5,,
Overlord Cuda,200,JUNGLE,True,2212,JarvanIV,5,5,20,38,123,13004,17203,4401,12125,676,42319,13162,43120,90,1,1,3477,0,18300,30,348,32,6,7,6,False,False,False,False,1,0,0,0,0.3,1.4000000000000001,1.9000000000000001,,,255.3,409.70000000000005,522.2,,,212,338.7,410.2,,
Zoe Exotic,200,MIDDLE,True,2212,Orianna,11,1,9,234,20,17493,24721,22220,1193,1307,12599,1863,8681,20,0,0,3156,1,14825,20,245,18,8,2,3,False,False,False,False,4,1,0,0,6.5,9.1,4.3,,,436.4,526.1,520.1,,,240.29999999999998,373.5,594.2,,
Atílla,200,BOTTOM,True,2212,Sivir,7,2,13,233,21,14285,23424,2479,20288,655,10948,2300,12887,12,5,3,5692,0,16750,0,20,43,22,3,9,False,False,False,False,0,0,0,0,5,7.5,6.4,,,323.2,376.20000000000005,577,,,201.4,348.8,470,,
KillaTron100,200,BOTTOM,True,2212,Janna,1,2,17,16,4,8924,9974,8138,1305,530,14492,13020,10733,0,0,1,2257,0,5317,49,165,87,38,11,7,False,False,False,False,0,0,0,0,0.30000000000000004,0.2,0.6,,,240.20000000000002,306.8,445.5,,,184,187.6,278.3,,
GE Amazarashi ,100,TOP,True,1675,Ornn,4,2,7,166,4,10474,18536,10773,7542,220,18602,4467,31072,4,0,2,7895,0,17404,33,492,35,11,5,2,False,False,True,False,0,0,0,0,3.4000000000000004,7.5,,,,409.79999999999995,563.9,,,,213.39999999999998,410.1,,,
THC Rich ,100,JUNGLE,True,1675,Amumu,11,2,7,23,155,12178,12990,9833,1518,1638,23948,9006,23536,93,15,1,1136,0,36644,40,396,36,5,8,5,False,False,False,False,3,0,0,0,0,0.6,,,,335.5,444.1,,,,287.5,458,,,
THC Venom,100,MIDDLE,True,1675,Gangplank,6,1,11,196,13,13073,20802,4631,13024,3146,15902,5121,8890,4,5,3,5088,0,13330,14,287,12,7,1,0,False,False,False,False,1,0,0,0,8.7,8.2,,,,457.1,477.79999999999995,,,,318.79999999999995,472.2,,,
Momma Skwiwi,100,BOTTOM,True,1675,Orianna,0,1,16,155,4,9062,8126,7612,376,136,10552,3447,7846,0,0,0,1961,0,3846,16,212,30,12,5,4,False,False,False,False,0,0,0,0,6.3,6.1,,,,305.5,401.8,,,,243.39999999999998,338.2,,,
THC Daddy Spark,100,MIDDLE,True,1675,875,5,3,6,56,9,8606,10091,557,7716,1817,18410,2632,17480,0,1,1,1382,1,10306,13,71,66,22,14,5,False,False,False,False,1,0,0,0,1.3,2.2,,,,267.20000000000005,330,,,,152.7,291.6,,,
Hawk21js,200,TOP,False,1675,Kled,2,5,1,163,7,8642,9959,0,9629,330,28189,1936,20488,3,0,0,1254,0,2581,6,89,20,13,2,5,False,False,False,False,1,0,0,0,6.1,6.699999999999999,,,,419.79999999999995,428.8,,,,237,299.9,,,
